0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.036201492711629479e-01,0.000000000000000000e+00,1.433364755668722164e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.051107078927789665e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.974667166418238848e-02,8.279160738135768471e-03,3.659505992279139461e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.527802952551794713e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.158306950264410107e-02,4.035707664240168607e-02,2.269705471523858215e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.134405098795304018e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.732956721230951971e-02,7.187172527682328740e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.652578714140734317e-02,5.241886022674928196e-03,1.568980395934528593e-02,2.773189993962553099e-02,0.000000000000000000e+00,4.418132572514556211e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.278574985528314759e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.687383893609434582e-02,0.000000000000000000e+00,2.915321077622638757e-02,1.331415505830634352e-02,0.000000000000000000e+00,9.915962304107434067e-04
0.000000000000000000e+00,2.406870706935463622e-01,0.000000000000000000e+00,1.212838788033306948e-03,8.783623885731178457e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.326566658251160574e-03,3.894490106065803727e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.535433542839767906e-02,4.021340271515744767e-03,0.000000000000000000e+00,1.897376818562442969e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.668349460227656900e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.872713711819775972e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.731538054449019901e-03,0.000000000000000000e+00,3.959042697826525153e-03,0.000000000000000000e+00,4.903609963013940039e-03,5.983897528267082162e-03,0.000000000000000000e+00,9.244092501771000378e-03,0.000000000000000000e+00,5.766248725151107424e-03,0.000000000000000000e+00
1.011546642703557292e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.077880517187463888e-02,0.000000000000000000e+00,2.071297423556849471e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.726493252480905058e-03,0.000000000000000000e+00,1.239086589878416259e-02,4.056357183041594920e-03,1.534679236560504700e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.096432588440155592e-03,0.000000000000000000e+00,3.898062902332116719e-02,0.000000000000000000e+00,1.132772216564700840e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.706933731325444856e-04,2.875590717439827082e-01,6.269822179878922763e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.913161512924082680e-03,6.425551837712722980e-02,0.000000000000000000e+00,3.253971331765116992e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.283906843173900143e-03,2.895654095220632270e-03,2.699994640992230046e-03,0.000000000000000000e+00,1.363035960351841091e-03,0.000000000000000000e+00,6.721590673310100239e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.309936773720846007e-02,9.394694714112034625e-05,0.000000000000000000e+00,0.000000000000000000e+00,7.163990605031443637e-03,8.521519952987495255e-05,3.039169081818543245e-03,1.117682066666094050e-02,1.530600193015164978e-01,1.266952531591612578e-02
4.412970165747472605e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.625364396484102747e-02,2.676724347053933669e-04,1.785697599229675928e-02,0.000000000000000000e+00,3.110543687148779185e-03,0.000000000000000000e+00,4.570431846167200343e-03,8.003633193205067498e-02,0.000000000000000000e+00,6.868455951583310459e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.392464468142178476e-04,1.245119211861154401e-02,1.638901485922305418e-02
