4.744526246444267549e-03,1.343525729950009046e-02,0.000000000000000000e+00,2.133847794015955590e-01,0.000000000000000000e+00,8.319938106791078397e-03,0.000000000000000000e+00,4.649622780942729711e-03,1.607169466674975358e-02,1.903533358033354921e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.102955665678988395e-02,8.176823668849185489e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.131586044242893746e-03
0.000000000000000000e+00,0.000000000000000000e+00,2.030440168756620170e-04,5.585309701442850439e-02,6.968074869340249410e-03,9.028069671823164485e-03,1.388809769098585944e-01,0.000000000000000000e+00,1.466947126040918890e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.679257216754306559e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.674715007026144828e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.067358089805681247e-03,0.000000000000000000e+00
4.006605004116634700e-02,1.197511446989483162e-02,1.978665732907144374e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.307444870960860539e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.522740455903177394e-02
1.555803784145487201e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.058077489683480366e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.831799576997657435e-03
0.000000000000000000e+00,9.142634470957558546e-02,1.757202323588969439e-01,0.000000000000000000e+00,2.097989601525437550e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.935933734212031743e-02,0.000000000000000000e+00,4.685503765241553868e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.738339997319042207e-01,7.885230592494821278e-02,0.000000000000000000e+00
1.556843274270102752e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.186105220842511021e-02,0.000000000000000000e+00,2.712526273313876218e-02,3.669021705147919830e-03,1.074949790501720237e-01,1.470684632521147665e-02,0.000000000000000000e+00
5.855856364563396393e-03,1.110006837787266554e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.804601533595825757e-02,9.353543283561124855e-03,1.729758315156600980e-03,1.661741782151373095e-02,1.325866244233131659e-02,3.205555995134596377e-03
4.286546107422587772e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.262375584115178917e-02,0.000000000000000000e+00,5.834517768333598135e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.432364212246445515e-03,5.902867886510808348e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.292407964119264951e-02,1.129284322140711519e-02,1.244241713886209359e-03,1.283945865446697310e-01,0.000000000000000000e+00,2.846883685713368604e-03
0.000000000000000000e+00,4.286815047521556378e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.605389588793776690e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.396059424233343088e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.895918728550323229e-02,0.000000000000000000e+00,3.010183922726312718e-04,7.167462976401228758e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.174132644326962571e-02,1.124475356969538431e-02
0.000000000000000000e+00,3.262122239280116232e-03,7.648473688286588912e-02,4.010263015500873177e-03,6.057632989724144948e-03,6.553375540222122417e-03,3.682092529626834667e-03,0.000000000000000000e+00,9.039988103209057940e-04,8.556722438581812473e-03
1.065728585707910979e-02,1.035075009457989657e-02,0.000000000000000000e+00,7.798615373808355511e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.202171309829132867e-02,5.278832732107283099e-02,3.577313522305539031e-03,0.000000000000000000e+00
1.095036459151478292e-01,0.000000000000000000e+00,2.155142592471414806e-02,6.908226465600669775e-02,1.302501523966332828e-02,3.657612497437702764e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.351082110308346809e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.179540439081074032e-01,1.871881823079166174e-02,3.612073297706112733e-03,2.533043717185843799e-02,2.877333943894364726e-02,3.624551027842776857e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.246987513030039227e-03,1.251157088028832520e-01,1.551157193552697017e-02,7.270140004726067216e-03,1.418736212070048075e-01,0.000000000000000000e+00,3.188889220351584508e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.762806729480553558e-01,0.000000000000000000e+00,2.027030960052658877e-03,6.604864888488705399e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.578155269038243949e-02,3.790853945113282185e-03,0.000000000000000000e+00,1.173488747997176833e-02,4.981419902742778051e-03,0.000000000000000000e+00,1.630374433967421433e-01,0.000000000000000000e+00,5.481347419825678691e-03,0.000000000000000000e+00
2.708072100560961638e-03,0.000000000000000000e+00,4.891031074776606459e-03,0.000000000000000000e+00,2.548733543987639558e-02,2.420316433426713751e-02,0.000000000000000000e+00,8.563952878425092063e-02,1.394971196357052204e-03,1.310325248837990349e-03
0.000000000000000000e+00,7.531402932024021391e-02,0.000000000000000000e+00,7.121563548468959511e-03,6.000373297706066214e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.560092540900024430e-04,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.640940332344495711e-01,1.387243416138424093e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.335935330362930142e-02,1.218061979542148926e-01,3.446953702529859803e-02,0.000000000000000000e+00,6.890086985872581615e-02,1.033487353907914380e-02,2.949663229604239378e-02,0.000000000000000000e+00,1.352985828689096635e-02,2.897389325610277670e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.288340238176809815e-03,0.000000000000000000e+00,3.196190870337761725e-01,1.072712532318284284e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.121412513838729585e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.026095326378944766e-01,0.000000000000000000e+00,2.047235534833543615e-05,4.015246593248915363e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.466653010292388926e-01,0.000000000000000000e+00,1.572852348770393052e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
