0.000000000000000000e+00,2.155226273948977408e-02,0.000000000000000000e+00,1.333937039815202017e-03,0.000000000000000000e+00,4.573706479260483161e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.195165018495941978e-01,1.764321528616457357e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.616118560557980872e-03,3.971591516170550756e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.334112344600763389e-02,0.000000000000000000e+00,8.302123038659840748e-02,4.088747304143885292e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.599989731992874045e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.439312749977884491e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.369524258745574706e-05,1.000739881847712148e-01,6.263058154045034708e-03,1.099318506619295296e-02,1.130761931109181342e-02,0.000000000000000000e+00,3.326383326517413919e-02,0.000000000000000000e+00,6.641147402005015410e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.766448388279668436e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.908558070619735814e-01,7.168202763699683608e-03,2.514999830510130686e-03,1.417267881671354507e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.110147544887294765e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.953141881004449160e-02,1.063272008334658790e-03,0.000000000000000000e+00,1.452872165415333358e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.540792177478231384e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.161250318346014478e-03,1.412965815709664929e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.369261597005989595e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.054324640816310443e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.593872611693629621e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.098635529029750341e-03
0.000000000000000000e+00,0.000000000000000000e+00,4.465979626911662642e-02,0.000000000000000000e+00,7.409123275900869306e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.817000707084288957e-01,7.865456261608956556e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.947038465193043723e-03,0.000000000000000000e+00,1.109538938866716984e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.646456887444393363e-02,1.000221882729335765e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.710509511982601635e-02,0.000000000000000000e+00,1.080569825548959029e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.659479737455651778e-04,7.125807025638599378e-03,2.104063744377866838e-03,1.265241989427513987e-02,0.000000000000000000e+00,4.634837379756304859e-02,1.850722856478540174e-03,1.381972449233522249e-01,8.883705178327535451e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.477212777873383426e-02,0.000000000000000000e+00
4.571350969551656908e-03,5.986382016075574714e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.226579098418504932e-02,6.340282938433694504e-03,2.673181509400090333e-02,0.000000000000000000e+00,9.551505499247357062e-03,5.591786630967283261e-03,0.000000000000000000e+00,8.587842850067899103e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.443278459136964242e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.200960057465179427e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.428316066503308114e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.202423462221711981e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.113094524370123295e-02,0.000000000000000000e+00
