2.315205156905999562e-04,1.920459585788410542e-02,0.000000000000000000e+00,1.862610347811144706e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.532139000619107742e-03,2.448713877862759305e-04,5.172587941955851532e-02,3.987614437038664722e-02
0.000000000000000000e+00,0.000000000000000000e+00,2.130561486333287877e-03,1.474301345251532169e-01,1.213471855020012077e-02
0.000000000000000000e+00,1.682316650893601051e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.631940817335338079e-02
7.977650110964010222e-02,2.404104143988598438e-02,1.713573053265566356e-03,7.480902509199777173e-02,0.000000000000000000e+00
1.675566686438773045e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.168463854611361333e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.990188860675554283e-02,1.975855241883365254e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.171660138206206236e-02,0.000000000000000000e+00,2.204674315784733996e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.284468338495123402e-02,0.000000000000000000e+00,1.849585921014910549e-03,9.563965529869936089e-02,6.481714789316584714e-03
1.632683622602795759e-02,1.225282900770156974e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.871290267577442379e-02
6.876982795810999798e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.377378582047830979e-02,6.194925185225601998e-04
5.394663039855511488e-02,1.656954137901002835e-02,1.169374580675594522e-02,1.458586288022643493e-02,4.126926298866537279e-02
0.000000000000000000e+00,2.026682616492863492e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.627868209856424886e-01
9.416992842251335760e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.057874097225927512e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.166558842570533595e-03,7.933169179946064631e-02,9.225914784534532814e-03,4.592651761704980885e-03
9.997273509916915213e-03,1.533256039736331268e-02,2.290183613635807421e-03,1.303207385746361635e-01,0.000000000000000000e+00
1.166960504577962132e-01,0.000000000000000000e+00,1.743087100967773140e-02,4.972262083193908222e-02,9.356241094638560393e-03
2.955231303552139158e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.286539906491220575e-01,2.458351053728733207e-02
0.000000000000000000e+00,0.000000000000000000e+00,9.983565703663830129e-03,2.105979959790021394e-01,1.267631766729495658e-02
0.000000000000000000e+00,1.827616362903570213e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.956568806415683121e-02
